first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,third_1,third_2,third_3,third_4,third_5,third_6,state,partyID,partyID_4_TEXT,relig,relig_10_TEXT,religiosity,educ
"kind,strong,great,happy","important,confident,consistent,truthful","unacceptable,irresponsible,stupid,destructive","ignorant,dangerous,unjust,awful","individualistic,competitive,traditional,young","collectivist,pragmatic,cooperative,old","encouraging,sensible,wise,sincere","confident,respectful,consistent,moral","unacceptable,disgusting,stupid,dishonest","irrational,dangerous,hateful,unjust","individualistic,competitive,traditional,concrete","pragmatic,cooperative,abstract,rural","kind,strong,great,happy","healthy,confident,consistent,truthful","irresponsible,stupid,dishonest,selfish","ignorant,irrational,dangerous,poor","individualistic,artistic,competitive,profit-driven","collectivist,modern,rural,purpose-driven","kind,strong,great,happy","important,confident,consistent,truthful","disgusting,stupid,destructive,selfish","irrational,hateful,unjust,poor","artistic,traditional,urban,profit-driven","collectivist,pragmatic,modern,purpose-driven",Texas,Democrat,,Catholicism (including Roman Catholic),,Extremely7,Bachelor's degree
"strong,encouraging,great,happy","healthy,important,decent,confident","stupid,unfair,dishonest,selfish","ignorant,irrational,unjust,foolish","competitive,young,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,wise","important,respectful,truthful,moral","irresponsible,unfair,dishonest,selfish","irrational,unjust,poor,foolish","traditional,concrete,young,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,great,happy","important,decent,respectful,moral","stupid,unfair,dishonest,selfish","irrational,unjust,foolish,awful","competitive,traditional,concrete,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,encouraging,great,happy","important,decent,confident,respectful","irresponsible,stupid,dishonest,selfish","ignorant,irrational,dangerous,hateful","competitive,young,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven",Ohio,Republican,,Christian Orthodox,,6,Bachelor's degree
"kind,encouraging,sincere,happy","decent,confident,consistent,truthful","irresponsible,stupid,destructive,selfish","ignorant,dangerous,hateful,poor","individualistic,competitive,young,profit-driven","pragmatic,modern,old,purpose-driven","strong,encouraging,sensible,great","decent,respectful,consistent,truthful","stupid,dishonest,destructive,selfish","dangerous,hateful,unjust,awful","competitive,traditional,urban,profit-driven","collectivist,pragmatic,modern,purpose-driven","kind,sensible,sincere,happy","important,confident,consistent,truthful","stupid,dishonest,destructive,selfish","ignorant,irrational,poor,foolish","individualistic,competitive,concrete,young","collectivist,cooperative,modern,rural","strong,great,wise,happy","decent,respectful,consistent,moral","stupid,dishonest,destructive,selfish","ignorant,irrational,hateful,poor","individualistic,young,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven",California,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,6,Bachelor's degree
"strong,encouraging,wise,happy","important,confident,respectful,consistent","irresponsible,dishonest,destructive,selfish","ignorant,irrational,dangerous,hateful","individualistic,artistic,competitive,profit-driven","pragmatic,modern,rural,purpose-driven","kind,strong,great,happy","important,respectful,truthful,moral","unacceptable,irresponsible,disgusting,destructive","dangerous,hateful,poor,foolish","competitive,traditional,young,profit-driven","cooperative,old,rural,purpose-driven","kind,strong,encouraging,great","important,decent,respectful,consistent","irresponsible,unfair,dishonest,selfish","dangerous,hateful,unjust,poor","individualistic,artistic,urban,profit-driven","collectivist,cooperative,modern,abstract","strong,encouraging,sensible,great","important,decent,confident,consistent","irresponsible,unfair,destructive,selfish","dangerous,hateful,unjust,poor","artistic,competitive,young,urban","modern,old,rural,purpose-driven",California,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,2,Bachelor's degree
"sensible,great,sincere,happy","decent,confident,respectful,truthful","unacceptable,irresponsible,unfair,selfish","ignorant,dangerous,hateful,unjust","individualistic,traditional,young,profit-driven","collectivist,pragmatic,modern,purpose-driven","strong,encouraging,sensible,wise","important,decent,respectful,consistent","unacceptable,disgusting,unfair,selfish","ignorant,irrational,unjust,awful","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,old,purpose-driven","kind,encouraging,sincere,happy","healthy,confident,respectful,truthful","disgusting,stupid,unfair,destructive","ignorant,irrational,poor,foolish","individualistic,competitive,young,profit-driven","pragmatic,cooperative,modern,abstract","encouraging,sensible,sincere,happy","important,respectful,consistent,truthful","irresponsible,unfair,dishonest,destructive","ignorant,irrational,dangerous,foolish","individualistic,competitive,young,profit-driven","cooperative,modern,abstract,rural",California,Democrat,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,4,Bachelor's degree
"kind,great,wise,happy","healthy,important,respectful,consistent","unacceptable,stupid,unfair,destructive","ignorant,irrational,foolish,awful","artistic,young,urban,profit-driven","pragmatic,cooperative,abstract,purpose-driven","kind,sensible,sincere,happy","decent,consistent,truthful,moral","unacceptable,unfair,dishonest,destructive","irrational,hateful,poor,awful","competitive,traditional,young,profit-driven","pragmatic,modern,rural,purpose-driven","encouraging,sensible,great,sincere","healthy,confident,respectful,consistent","unacceptable,irresponsible,disgusting,dishonest","ignorant,dangerous,hateful,awful","artistic,competitive,traditional,urban","collectivist,modern,abstract,rural","kind,wise,sincere,happy","important,confident,respectful,moral","disgusting,unfair,dishonest,selfish","irrational,hateful,poor,awful","individualistic,competitive,young,profit-driven","pragmatic,cooperative,modern,abstract",New York,Democrat,,Christian Orthodox,,2,Bachelor's degree
"kind,encouraging,wise,sincere","healthy,confident,respectful,moral","unacceptable,unfair,dishonest,selfish","ignorant,irrational,unjust,foolish","individualistic,traditional,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,sensible,wise,sincere","decent,respectful,truthful,moral","unacceptable,stupid,unfair,dishonest","ignorant,irrational,unjust,foolish","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,old,purpose-driven","encouraging,sensible,wise,happy","important,respectful,truthful,moral","irresponsible,stupid,unfair,destructive","ignorant,irrational,hateful,foolish","individualistic,artistic,competitive,young","collectivist,pragmatic,modern,purpose-driven","strong,encouraging,sensible,happy","important,confident,respectful,truthful","irresponsible,unfair,dishonest,selfish","ignorant,irrational,unjust,foolish","individualistic,artistic,competitive,profit-driven","cooperative,modern,abstract,purpose-driven",California,Republican,,Agnostic (not sure if God exists),,Not at all1,Bachelor's degree
"strong,encouraging,great,wise","important,confident,respectful,moral","irresponsible,unfair,destructive,selfish","dangerous,unjust,poor,foolish","artistic,competitive,traditional,young","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,great,wise","important,confident,truthful,moral","unacceptable,unfair,destructive,selfish","irrational,dangerous,unjust,awful","artistic,competitive,traditional,profit-driven","cooperative,modern,old,purpose-driven","strong,encouraging,wise,sincere","important,decent,respectful,consistent","unacceptable,irresponsible,disgusting,dishonest","irrational,hateful,unjust,awful","individualistic,young,urban,profit-driven","collectivist,pragmatic,modern,purpose-driven","strong,encouraging,great,wise","important,confident,respectful,moral","irresponsible,unfair,destructive,selfish","ignorant,dangerous,foolish,awful","artistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven",Illinois,Republican,,Other Christianity (including non-denominational),,6,Bachelor's degree
"strong,encouraging,sensible,sincere","healthy,important,confident,consistent","irresponsible,unfair,destructive,selfish","dangerous,hateful,unjust,awful","individualistic,competitive,urban,profit-driven","pragmatic,modern,abstract,purpose-driven","strong,encouraging,great,wise","important,confident,truthful,moral","unacceptable,unfair,dishonest,selfish","ignorant,irrational,poor,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,sensible,wise,sincere","important,confident,truthful,moral","stupid,unfair,dishonest,selfish","ignorant,irrational,poor,foolish","artistic,competitive,young,urban","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,happy","important,respectful,truthful,moral","stupid,dishonest,destructive,selfish","ignorant,irrational,hateful,awful","individualistic,competitive,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven",Washington,Democrat,,Atheists (do not believe God exists),,Not at all1,Bachelor's degree
"strong,great,wise,happy","important,decent,confident,consistent","unfair,dishonest,destructive,selfish","dangerous,hateful,unjust,foolish","individualistic,competitive,concrete,profit-driven","modern,old,rural,purpose-driven","strong,sensible,great,happy","important,confident,truthful,moral","unacceptable,irresponsible,stupid,destructive","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,profit-driven","cooperative,modern,rural,purpose-driven","strong,encouraging,sensible,wise","important,decent,confident,consistent","irresponsible,unfair,dishonest,destructive","dangerous,hateful,poor,foolish","individualistic,competitive,young,profit-driven","cooperative,modern,old,purpose-driven","strong,sensible,great,happy","important,decent,confident,consistent","unfair,dishonest,destructive,selfish","irrational,hateful,unjust,poor","individualistic,competitive,traditional,profit-driven","cooperative,modern,old,purpose-driven",West Virginia,Democrat,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,5,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"strong,encouraging,great,happy","confident,respectful,truthful,moral","unacceptable,irresponsible,unfair,selfish","dangerous,hateful,unjust,awful","competitive,traditional,young,profit-driven","collectivist,cooperative,modern,rural","strong,encouraging,great,happy","decent,confident,respectful,truthful","unacceptable,irresponsible,unfair,dishonest","ignorant,irrational,hateful,poor","artistic,competitive,traditional,young","collectivist,pragmatic,cooperative,modern","kind,strong,great,wise","healthy,important,confident,respectful","unacceptable,irresponsible,dishonest,selfish","ignorant,irrational,dangerous,unjust","competitive,traditional,young,urban","collectivist,modern,abstract,rural","strong,encouraging,great,happy","important,decent,confident,respectful","unacceptable,disgusting,destructive,selfish","irrational,dangerous,unjust,awful","artistic,traditional,young,urban","cooperative,modern,rural,purpose-driven",California,Republican,,Catholicism (including Roman Catholic),,5,Bachelor's degree
"strong,encouraging,great,sincere","important,confident,respectful,moral","unacceptable,unfair,destructive,selfish","ignorant,dangerous,unjust,poor","competitive,concrete,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,happy","important,confident,respectful,moral","irresponsible,unfair,dishonest,selfish","irrational,unjust,poor,foolish","individualistic,competitive,concrete,urban","pragmatic,cooperative,modern,purpose-driven","kind,strong,encouraging,wise","important,confident,respectful,moral","irresponsible,unfair,dishonest,selfish","irrational,unjust,poor,foolish","individualistic,traditional,concrete,profit-driven","collectivist,modern,rural,purpose-driven","strong,sensible,great,happy","important,decent,confident,respectful","irresponsible,stupid,unfair,selfish","irrational,dangerous,unjust,poor","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven",California,Republican,,Other Christianity (including non-denominational),,5,Bachelor's degree
